entity_id,department_id,account_id,scenario_id,period_id,amount_local,amount_usd
1,1,1,1,45,3716227.4,3812297.29
1,1,1,1,46,3749105.25,3810066.31
1,1,1,1,47,3946756.09,4043393.19
1,1,1,1,48,4125951.45,4181566.28
1,1,1,1,49,4120558.08,4087449.74
1,1,1,1,50,4374006.22,4409724.99
1,1,1,1,51,4566193.21,4602089.51
1,1,1,1,52,4515947.25,4595916.19
1,1,1,1,53,4398182.5,4460631.34
1,1,1,1,54,4556313.86,4439986.22
1,1,1,1,55,4523940.04,4484032.15
1,1,1,1,56,4204911.45,4177756.04
1,1,1,1,57,4019977.04,4100762.05
1,1,1,1,58,4179819.45,4123329.83
1,1,1,1,59,4056737.12,4140372.65
1,1,1,1,60,4086418.19,4116053.78
1,1,1,2,61,4334613.44,4210815.47
1,1,1,3,61,4416537.71,4290399.95
1,1,1,2,62,4451351.82,4414271.94
1,1,1,3,62,4577063.61,4538936.54
1,1,1,2,63,4490569.22,4475353.02
1,1,1,3,63,4354552.44,4339797.13
1,1,1,2,64,4479509.51,4430332.82
1,1,1,3,64,4458426.74,4409481.5
1,1,1,2,65,4491945.02,4401278.68
1,1,1,3,65,4349373.97,4261585.31
1,1,1,2,66,4380605.4,4309074.76
1,1,1,3,66,4446444.49,4373838.77
1,1,1,2,67,4197880.23,4267439.49
1,1,1,3,67,4263685.08,4334334.74
1,1,1,2,68,4322537.43,4447512.53
1,1,1,3,68,4252941.88,4375904.81
1,1,1,2,69,4272333.5,4320288.7
1,1,1,3,69,4366117.18,4415125.07
1,1,1,2,70,4258843.31,4318875.68
1,1,1,3,70,4436534.1,4499071.19
1,1,1,2,71,4226226.68,4300627.54
1,1,1,3,71,4320720.17,4396784.54
1,1,1,2,72,4570491.88,4452066.9
1,1,1,3,72,4338829.81,4226407.37
1,1,1,2,73,4582956.58,4481670.82
1,1,1,3,73,4384663.73,4287760.35
1,1,1,2,74,4392751.68,4442058.53
1,1,1,3,74,4207080.03,4254302.79
1,1,1,2,75,4469796.49,4428610.41
1,1,1,3,75,4382162.47,4341783.88
1,1,1,2,76,4395345.64,4423211.87
1,1,1,3,76,4591324.22,4620432.95
1,1,1,2,77,4556549.98,4445848.36
1,1,1,3,77,4740021.88,4624862.8
1,1,1,2,78,4564925.88,4576366.8
1,1,1,3,78,4376201.63,4387169.55
1,1,1,2,79,4321108.88,4382907.88
1,1,1,3,79,4220131.37,4280486.23
1,1,1,2,80,4446389.09,4515017.35
1,1,1,3,80,4702006.43,4774580.05
1,1,1,2,81,4488962.62,4472414.69
1,1,1,3,81,4627202.31,4610144.77
1,1,1,2,82,4532729.3,4598021.2
1,1,1,3,82,4554210.19,4619811.51
1,1,1,2,83,4622964.86,4599507.37
1,1,1,3,83,4801477.3,4777114.02
1,1,1,2,84,4563729.18,4457202.05
1,1,1,3,84,4425604.34,4322301.34
1,1,2,1,1,427575.51,424013.79
1,1,2,1,2,453261.78,466558.7
1,1,2,1,3,469011.79,475430.1
1,1,2,1,4,456670.93,464379.63
1,1,2,1,5,490134.64,483272.18
1,1,2,1,6,478873.82,473851.0
1,1,2,1,7,439774.8,429677.38
1,1,2,1,8,421170.85,431881.51
1,1,2,1,9,423167.92,425166.2
1,1,2,1,10,383743.32,394878.9
1,1,2,1,11,422139.78,429396.58
1,1,2,1,12,449946.3,449811.36
1,1,2,1,13,418597.76,430833.43
1,1,2,1,14,436825.41,444877.7
1,1,2,1,15,476089.91,471843.32
1,1,2,1,16,496382.93,495046.3
1,1,2,1,17,495922.79,504396.65
1,1,2,1,18,467434.16,464923.57
1,1,2,1,19,470692.48,462097.47
1,1,2,1,20,404142.43,416469.94
1,1,2,1,21,438183.06,430308.42
1,1,2,1,22,428361.09,423323.54
1,1,2,1,23,402726.72,406630.37
1,1,2,1,24,440065.15,449367.05
1,1,2,1,25,485261.82,472320.25
1,1,2,1,26,475343.54,480048.01
1,1,2,1,27,459331.75,470819.75
1,1,2,1,28,506373.97,518932.13
1,1,2,1,29,515144.71,504648.03
1,1,2,1,30,473638.71,470720.24
1,1,2,1,31,465411.53,457002.68
1,1,2,1,32,442821.99,436794.23
1,1,2,1,33,430840.71,429894.94
1,1,2,1,34,430433.36,418546.64
1,1,2,1,35,442675.54,445930.84
1,1,2,1,36,460828.68,459404.53
1,1,2,1,37,454780.16,445950.34
1,1,2,1,38,509392.69,505801.5
1,1,2,1,39,515541.5,504591.86
1,1,2,1,40,522489.92,520097.47
1,1,2,1,41,515872.97,509604.83
1,1,2,1,42,469943.42,483132.95
1,1,2,1,43,471364.44,479174.99
1,1,2,1,44,465150.05,471085.73
1,1,2,1,45,416210.67,426970.32
1,1,2,1,46,438791.06,445925.87
1,1,2,1,47,429406.83,439920.94
1,1,2,1,48,445912.76,451923.34
1,1,2,1,49,472950.34,469150.22
1,1,2,1,50,499052.95,503128.29
1,1,2,1,51,490735.35,494593.18
1,1,2,1,52,520895.89,530119.98
1,1,2,1,53,517181.71,524525.06
1,1,2,1,54,486496.37,474075.59
1,1,2,1,55,498727.79,494328.27
1,1,2,1,56,448919.28,446020.15
1,1,2,1,57,434105.35,442829.08
1,1,2,1,58,450834.0,444741.05
1,1,2,1,59,431342.0,440234.74
1,1,2,1,60,435430.9,438588.74
1,1,2,2,61,503949.26,489556.3
1,1,2,3,61,478750.85,465077.57
1,1,2,2,62,476086.78,472120.96
1,1,2,3,62,502748.44,498560.53
1,1,2,2,63,478387.64,476766.63
1,1,2,3,63,505636.85,503923.51
1,1,2,2,64,493577.86,488159.29
1,1,2,3,64,478127.09,472878.14
1,1,2,2,65,478754.67,469091.39
1,1,2,3,65,520028.91,509532.54
1,1,2,2,66,480053.46,472214.7
1,1,2,3,66,506672.47,498399.05
1,1,2,2,67,476977.66,484881.22
1,1,2,3,67,493245.85,501418.98
1,1,2,2,68,477915.13,491732.82
1,1,2,3,68,482457.26,496406.28
1,1,2,2,69,481459.14,486863.32
1,1,2,3,69,499655.47,505263.9
1,1,2,2,70,469554.11,476172.91
1,1,2,3,70,468972.88,475583.49
1,1,2,2,71,486119.13,494677.04
1,1,2,3,71,472746.95,481069.45
1,1,2,2,72,505504.13,492406.13
1,1,2,3,72,504078.17,491017.11
1,1,2,2,73,502994.62,491878.17
1,1,2,3,73,500459.25,489398.84
1,1,2,2,74,493644.17,499185.12
1,1,2,3,74,479843.57,485229.62
1,1,2,2,75,503523.79,498884.17
1,1,2,3,75,487420.47,482929.23
1,1,2,2,76,483413.16,486477.97
1,1,2,3,76,472709.26,475706.21
1,1,2,2,77,497769.68,485676.34
1,1,2,3,77,488436.56,476569.97
1,1,2,2,78,495586.61,496828.68
1,1,2,3,78,511257.53,512538.88
1,1,2,2,79,480465.78,487337.24
1,1,2,3,79,476887.58,483707.86
1,1,2,2,80,489650.32,497207.88
1,1,2,3,80,504673.53,512462.97
1,1,2,2,81,514795.64,512897.92
1,1,2,3,81,504342.36,502483.17
1,1,2,2,82,486090.84,493092.76
1,1,2,3,82,473324.15,480142.17
1,1,2,2,83,493875.78,491369.79
1,1,2,3,83,490543.23,488054.15
1,1,2,2,84,503625.18,491869.5
1,1,2,3,84,488625.71,477220.15
1,1,3,1,1,1808985.13,1793916.23
1,1,3,1,2,1945216.24,2002281.26
1,1,3,1,3,1952169.27,1978884.21
1,1,3,1,4,1996687.44,2030391.95
1,1,3,1,5,1927473.05,1900486.15
1,1,3,1,6,2015060.02,1993924.42
1,1,3,1,7,1893645.55,1850166.63
1,1,3,1,8,1800984.1,1846784.35
1,1,3,1,9,1733298.34,1741483.31
1,1,3,1,10,1657957.35,1706068.48
1,1,3,1,11,1694356.12,1723482.98
1,1,3,1,12,1734985.96,1734465.62
1,1,3,1,13,1733872.86,1784554.2
1,1,3,1,14,1995026.01,2031801.62
1,1,3,1,15,2017236.79,1999243.6
1,1,3,1,16,2097697.2,2092048.67
1,1,3,1,17,1956213.78,1989639.73
1,1,3,1,18,1884174.08,1874054.19
1,1,3,1,19,1944803.77,1909290.96
1,1,3,1,20,1680001.9,1731246.81
1,1,3,1,21,1728774.14,1697706.12
1,1,3,1,22,1773500.02,1752643.56
1,1,3,1,23,1713330.16,1729937.56
1,1,3,1,24,1873143.91,1912737.58
1,1,3,1,25,1878972.7,1828861.88
1,1,3,1,26,2012777.48,2032697.92
1,1,3,1,27,2010428.09,2060709.4
1,1,3,1,28,2071043.8,2122406.03
1,1,3,1,29,2030191.17,1988823.64
1,1,3,1,30,2008654.79,1996277.87
1,1,3,1,31,1943552.19,1908436.95
1,1,3,1,32,1858591.71,1833292.28
1,1,3,1,33,1858730.87,1854650.64
1,1,3,1,34,1911723.64,1858930.03
1,1,3,1,35,1747508.38,1760359.0
1,1,3,1,36,1882687.14,1876868.85
1,1,3,1,37,1994375.41,1955653.47
1,1,3,1,38,2077705.11,2063057.4
1,1,3,1,39,2214230.2,2167201.92
1,1,3,1,40,2046181.06,2036811.73
1,1,3,1,41,2044977.07,2020129.48
1,1,3,1,42,2002443.42,2058644.41
1,1,3,1,43,1853346.94,1884057.07
1,1,3,1,44,1791528.52,1814389.83
1,1,3,1,45,1699607.11,1743544.43
1,1,3,1,46,1685437.72,1712843.21
1,1,3,1,47,1773581.6,1817008.09
1,1,3,1,48,1878512.98,1903833.97
1,1,3,1,49,1942016.62,1926412.68
1,1,3,1,50,1977871.15,1994022.73
1,1,3,1,51,2136545.68,2153341.75
1,1,3,1,52,2139232.06,2177113.84
1,1,3,1,53,2076361.37,2105843.17
1,1,3,1,54,2154104.18,2099107.56
1,1,3,1,55,2086510.16,2068104.03
1,1,3,1,56,1974934.08,1962179.91
1,1,3,1,57,1837891.6,1874825.67
1,1,3,1,58,1887936.43,1862421.26
1,1,3,1,59,1898183.09,1937316.89
1,1,3,1,60,1889792.07,1903497.25
1,1,3,2,61,2061997.95,2003106.62
1,1,3,3,61,2100179.08,2040197.28
1,1,3,2,62,2068039.99,2050813.16
1,1,3,3,62,2101194.57,2083691.56
1,1,3,2,63,1960821.53,1954177.33
1,1,3,3,63,1948679.5,1942076.44
1,1,3,2,64,2008603.28,1986552.55
1,1,3,3,64,2097868.91,2074838.21
1,1,3,2,65,2063764.61,2022109.16
1,1,3,3,65,2017716.65,1976990.64
1,1,3,2,66,2005004.9,1972265.3
1,1,3,3,66,2104066.05,2069708.88
1,1,3,2,67,2012617.59,2045966.85
1,1,3,3,67,2095570.49,2130294.29
1,1,3,2,68,1968866.48,2025791.21
1,1,3,3,68,1977311.0,2034479.88
1,1,3,2,69,1956671.14,1978633.98
1,1,3,3,69,1915640.33,1937142.61
1,1,3,2,70,1997277.29,2025430.78
1,1,3,3,70,1976287.5,2004145.12
1,1,3,2,71,1972475.04,2007199.59
1,1,3,3,71,1922461.17,1956305.25
1,1,3,2,72,2154116.24,2098301.42
1,1,3,3,72,2183965.28,2127377.05
1,1,3,2,73,2101383.3,2054941.62
1,1,3,3,73,2206136.46,2157379.68
1,1,3,2,74,2087711.91,2111145.63
1,1,3,3,74,2075502.81,2098799.48
1,1,3,2,75,2044136.49,2025301.19
1,1,3,3,75,1978335.03,1960106.04
1,1,3,2,76,2076174.67,2089337.5
1,1,3,3,76,2048323.26,2061309.51
1,1,3,2,77,2132238.41,2080435.56
1,1,3,3,77,2220304.08,2166361.67
1,1,3,2,78,2021146.93,2026212.46
1,1,3,3,78,2090168.14,2095406.66
1,1,3,2,79,2057003.81,2086422.37
1,1,3,3,79,2048847.42,2078149.33
1,1,3,2,80,1992075.33,2022822.23
1,1,3,3,80,2018217.38,2049367.77
1,1,3,2,81,2064506.36,2056895.85
1,1,3,3,81,2134816.84,2126947.14
1,1,3,2,82,2096158.01,2126352.21
1,1,3,3,82,2023953.27,2053107.39
1,1,3,2,83,2120663.61,2109903.1
1,1,3,3,83,2057949.62,2047507.33
1,1,3,2,84,2196757.55,2145480.56
1,1,3,3,84,2224103.09,2172187.8
1,1,4,1,1,941225.58,933385.14
1,1,4,1,2,931157.72,958474.24
1,1,4,1,3,974481.86,987817.39
1,1,4,1,4,1047334.62,1065013.85
1,1,4,1,5,1013116.48,998931.65
1,1,4,1,6,994302.08,983873.03
1,1,4,1,7,1015555.92,992238.32
1,1,4,1,8,900994.52,923907.42
1,1,4,1,9,882725.59,886893.99
1,1,4,1,10,842231.81,866671.96
1,1,4,1,11,843576.49,858078.01
1,1,4,1,12,902591.8,902321.1
1,1,4,1,13,951172.48,978975.38
1,1,4,1,14,988388.33,1006607.93
1,1,4,1,15,1059701.02,1050248.78
1,1,4,1,16,1007433.34,1004720.59
1,1,4,1,17,1014363.59,1031696.08
1,1,4,1,18,1048389.09,1042758.2
1,1,4,1,19,974777.27,956977.49
1,1,4,1,20,916176.58,944122.61
1,1,4,1,21,880638.62,864812.55
1,1,4,1,22,942972.58,931883.17
1,1,4,1,23,902524.39,911272.61
1,1,4,1,24,888121.38,906894.09
1,1,4,1,25,963897.24,938190.81
1,1,4,1,26,1006871.16,1016836.15
1,1,4,1,27,1021574.79,1047124.63
1,1,4,1,28,986319.88,1010780.77
1,1,4,1,29,1118914.21,1096115.02
1,1,4,1,30,1066130.25,1059560.97
1,1,4,1,31,993995.38,976036.31
1,1,4,1,32,918439.67,905937.73
1,1,4,1,33,947003.12,944924.29
1,1,4,1,34,930869.92,905163.28
1,1,4,1,35,930191.96,937032.3
1,1,4,1,36,951151.99,948212.53
1,1,4,1,37,984985.0,965860.95
1,1,4,1,38,1071248.6,1063696.36
1,1,4,1,39,1134721.51,1110621.03
1,1,4,1,40,1049204.84,1044400.6
1,1,4,1,41,1081322.68,1068184.02
1,1,4,1,42,995116.7,1023045.85
1,1,4,1,43,1021806.65,1038738.08
1,1,4,1,44,946880.1,958963.03
1,1,4,1,45,941211.45,965543.14
1,1,4,1,46,939088.58,954358.31
1,1,4,1,47,890203.94,912000.76
1,1,4,1,48,978331.16,991518.35
1,1,4,1,49,1004652.37,996580.07
1,1,4,1,50,1083407.07,1092254.33
1,1,4,1,51,1070195.41,1078608.56
1,1,4,1,52,1105463.95,1125039.64
1,1,4,1,53,1042509.6,1057311.97
1,1,4,1,54,1058466.91,1031443.1
1,1,4,1,55,1031478.95,1022379.77
1,1,4,1,56,1029636.74,1022987.32
1,1,4,1,57,926367.8,944983.98
1,1,4,1,58,915837.48,903460.08
1,1,4,1,59,933006.36,952241.64
1,1,4,1,60,957656.67,964601.8
1,1,4,2,61,1053878.52,1023779.41
1,1,4,3,61,1060877.94,1030578.92
1,1,4,2,62,1028468.58,1019901.41
1,1,4,3,62,1016170.97,1007706.24
1,1,4,2,63,1008959.49,1005540.65
1,1,4,3,63,1055644.09,1052067.06
1,1,4,2,64,1042592.51,1031146.78
1,1,4,3,64,1012885.66,1001766.06
1,1,4,2,65,1067316.16,1045773.23
1,1,4,3,65,1002500.74,982266.06
1,1,4,2,66,1063303.44,1045940.82
1,1,4,3,66,1076813.98,1059230.75
1,1,4,2,67,1034995.7,1052145.67
1,1,4,3,67,1008360.06,1025068.68
1,1,4,2,68,1015686.6,1045052.58
1,1,4,3,68,1046324.43,1076576.22
1,1,4,2,69,1055002.31,1066844.28
1,1,4,3,69,1030020.07,1041581.63
1,1,4,2,70,996069.09,1010109.61
1,1,4,3,70,1029910.16,1044427.71
1,1,4,2,71,1028537.98,1046644.94
1,1,4,3,71,1069720.19,1088552.14
1,1,4,2,72,1094839.58,1066471.44
1,1,4,3,72,1069121.41,1041419.65
1,1,4,2,73,1070377.79,1046721.88
1,1,4,3,73,1068993.84,1045368.51
1,1,4,2,74,1049333.2,1061111.54
1,1,4,3,74,1030436.15,1042002.38
1,1,4,2,75,1068768.54,1058920.58
1,1,4,3,75,1023968.06,1014532.9
1,1,4,2,76,1042683.33,1049293.88
1,1,4,3,76,1103732.59,1110730.19
1,1,4,2,77,1069029.31,1043057.19
1,1,4,3,77,1107765.39,1080852.17
1,1,4,2,78,1062126.0,1064787.97
1,1,4,3,78,1098657.57,1101411.1
1,1,4,2,79,1064470.83,1079694.52
1,1,4,3,79,1088850.38,1104422.74
1,1,4,2,80,1035769.36,1051756.05
1,1,4,3,80,1027456.66,1043315.05
1,1,4,2,81,1079332.13,1075353.32
1,1,4,3,81,1101077.19,1097018.22
1,1,4,2,82,1071787.78,1087226.39
1,1,4,3,82,1000085.88,1014491.66
1,1,4,2,83,1043208.94,1037915.57
1,1,4,3,83,1091746.62,1086206.96
1,1,4,2,84,1120668.3,1094509.52
1,1,4,3,84,1158336.43,1131298.4
1,1,5,1,1,2434457.0,2414177.91
1,1,5,1,2,2360338.32,2429581.39
1,1,5,1,3,2605594.01,2641250.9
1,1,5,1,4,2689286.21,2734681.93
1,1,5,1,5,2636375.68,2599463.3
1,1,5,1,6,2623304.66,2595789.29
1,1,5,1,7,2610968.78,2551019.81
1,1,5,1,8,2194666.96,2250478.84
1,1,5,1,9,2345705.92,2356782.8
1,1,5,1,10,2156586.6,2219167.11
1,1,5,1,11,2228734.4,2267047.5
1,1,5,1,12,2288142.86,2287456.62
1,1,5,1,13,2411199.13,2481678.81
1,1,5,1,14,2546759.97,2593706.05
1,1,5,1,15,2755352.95,2730775.97
1,1,5,1,16,2602137.19,2595130.34
1,1,5,1,17,2506104.62,2548926.59
1,1,5,1,18,2702515.33,2688000.13
1,1,5,1,19,2572696.54,2525718.18
1,1,5,1,20,2268133.62,2337318.24
1,1,5,1,21,2470279.92,2425886.2
1,1,5,1,22,2250393.62,2223928.87
1,1,5,1,23,2305074.1,2327417.31
1,1,5,1,24,2305396.28,2354126.7
1,1,5,1,25,2523408.13,2456110.7
1,1,5,1,26,2469128.71,2493565.65
1,1,5,1,27,2714304.11,2782189.53
1,1,5,1,28,2771767.88,2840508.18
1,1,5,1,29,2813149.78,2755828.55
1,1,5,1,30,2562964.41,2547171.94
1,1,5,1,31,2571242.28,2524786.21
1,1,5,1,32,2436967.78,2403795.4
1,1,5,1,33,2396441.2,2391180.6
1,1,5,1,34,2446646.36,2379080.47
1,1,5,1,35,2341992.36,2359214.63
1,1,5,1,36,2401557.13,2394135.31
1,1,5,1,37,2702372.64,2649904.53
1,1,5,1,38,2605836.8,2587465.79
1,1,5,1,39,2773960.1,2715043.65
1,1,5,1,40,2786276.92,2773518.73
1,1,5,1,41,2715114.06,2682123.94
1,1,5,1,42,2628397.23,2702166.37
1,1,5,1,43,2560231.57,2602654.84
1,1,5,1,44,2573020.89,2605854.66
1,1,5,1,45,2302246.7,2361763.13
1,1,5,1,46,2460782.7,2500795.43
1,1,5,1,47,2397477.36,2456180.06
1,1,5,1,48,2408702.01,2441169.57
1,1,5,1,49,2643617.56,2622376.31
1,1,5,1,50,2741225.51,2763610.76
1,1,5,1,51,2839515.5,2861837.84
1,1,5,1,52,2651067.7,2698013.13
1,1,5,1,53,2791457.83,2831093.13
1,1,5,1,54,2798931.08,2727471.33
1,1,5,1,55,2757572.92,2733247.02
1,1,5,1,56,2487557.38,2471492.68
1,1,5,1,57,2475380.16,2525125.13
1,1,5,1,58,2486557.6,2452952.16
1,1,5,1,59,2373394.83,2422325.81
1,1,5,1,60,2555647.05,2574181.15
1,1,5,2,61,2742822.69,2664486.78
1,1,5,3,61,2789933.5,2710252.09
1,1,5,2,62,2708285.3,2685725.21
1,1,5,3,62,2733020.61,2710254.47
1,1,5,2,63,2719008.65,2709795.35
1,1,5,3,63,2715829.58,2706627.05
1,1,5,2,64,2755836.52,2725582.55
1,1,5,3,64,2747477.14,2717314.94
1,1,5,2,65,2690192.58,2635893.18
1,1,5,3,65,2717282.88,2662436.68
1,1,5,2,66,2729071.1,2684508.26
1,1,5,3,66,2799106.22,2753399.78
1,1,5,2,67,2568646.23,2611208.94
1,1,5,3,67,2587222.67,2630093.19
1,1,5,2,68,2645670.16,2722162.94
1,1,5,3,68,2526979.33,2600040.47
1,1,5,2,69,2599132.79,2628307.0
1,1,5,3,69,2682601.43,2712712.54
1,1,5,2,70,2730605.0,2769095.43
1,1,5,3,70,2677772.54,2715518.24
1,1,5,2,71,2717308.5,2765145.52
1,1,5,3,71,2761172.09,2809781.31
1,1,5,2,72,2734938.31,2664073.94
1,1,5,3,72,2888411.96,2813570.97
1,1,5,2,73,2766988.04,2705836.14
1,1,5,3,73,2877242.16,2813653.59
1,1,5,2,74,2723655.89,2754227.82
1,1,5,3,74,2649753.62,2679496.03
1,1,5,2,75,2681284.02,2656577.85
1,1,5,3,75,2898134.16,2871429.86
1,1,5,2,76,2649133.94,2665929.29
1,1,5,3,76,2859965.33,2878097.34
1,1,5,2,77,2858383.24,2788938.67
1,1,5,3,77,2880921.65,2810929.51
1,1,5,2,78,2806969.75,2814004.76
1,1,5,3,78,2882282.19,2889505.95
1,1,5,2,79,2751266.18,2790613.84
1,1,5,3,79,2675505.22,2713769.37
1,1,5,2,80,2751245.79,2793710.18
1,1,5,3,80,2573019.96,2612733.51
1,1,5,2,81,2767349.46,2757148.01
1,1,5,3,81,2761363.33,2751183.95
1,1,5,2,82,2745438.03,2784984.81
1,1,5,3,82,2782359.58,2822438.2
1,1,5,2,83,2789860.17,2775704.08
1,1,5,3,83,2888101.3,2873446.72
1,1,5,2,84,2907957.66,2840079.75
1,1,5,3,84,2725223.39,2661610.89
1,1,6,1,1,278827.57,276504.93
1,1,6,1,2,305027.06,313975.36
1,1,6,1,3,309019.44,313248.29
1,1,6,1,4,322560.08,328004.96
1,1,6,1,5,307877.52,303566.87
1,1,6,1,6,293966.93,290883.56
1,1,6,1,7,309497.89,302391.69
1,1,6,1,8,285866.46,293136.24
1,1,6,1,9,266754.97,268014.64
1,1,6,1,10,260629.89,268192.93
1,1,6,1,11,259887.63,264355.23
1,1,6,1,12,296010.12,295921.34
1,1,6,1,13,281508.5,289737.03
1,1,6,1,14,301998.07,307565.0
1,1,6,1,15,306895.23,304157.81
1,1,6,1,16,333884.18,332985.12
1,1,6,1,17,301128.96,306274.37
1,1,6,1,18,309832.35,308168.24
1,1,6,1,19,308853.56,303213.78
1,1,6,1,20,284902.46,293592.81
1,1,6,1,21,296017.09,290697.33
1,1,6,1,22,276506.2,273254.47
1,1,6,1,23,283114.43,285858.67
1,1,6,1,24,272574.41,278335.96
1,1,6,1,25,306354.14,298183.9
1,1,6,1,26,297720.07,300666.6
1,1,6,1,27,314306.58,322167.47
1,1,6,1,28,315394.79,323216.63
1,1,6,1,29,345077.73,338046.37
1,1,6,1,30,302178.49,300316.53
1,1,6,1,31,304938.27,299428.78
1,1,6,1,32,293990.78,289988.93
1,1,6,1,33,296558.19,295907.19
1,1,6,1,34,298495.71,290252.54
1,1,6,1,35,270593.68,272583.54
1,1,6,1,36,299684.57,298758.42
1,1,6,1,37,313414.61,307329.49
1,1,6,1,38,336258.15,333887.55
1,1,6,1,39,330480.56,323461.45
1,1,6,1,40,329987.99,328477.0
1,1,6,1,41,322744.87,318823.34
1,1,6,1,42,299944.97,308363.29
1,1,6,1,43,314116.33,319321.27
1,1,6,1,44,291592.09,295313.03
1,1,6,1,45,285324.88,292700.94
1,1,6,1,46,284510.65,289136.84
1,1,6,1,47,284659.4,291629.34
1,1,6,1,48,280271.34,284049.19
1,1,6,1,49,322712.09,320119.13
1,1,6,1,50,313226.22,315784.07
1,1,6,1,51,318697.86,321203.25
1,1,6,1,52,333769.69,339680.12
1,1,6,1,53,315699.27,320181.82
1,1,6,1,54,343313.11,334547.95
1,1,6,1,55,307328.37,304617.28
1,1,6,1,56,295008.83,293103.66
1,1,6,1,57,297720.79,303703.75
1,1,6,1,58,288837.62,284934.02
1,1,6,1,59,277612.53,283335.92
1,1,6,1,60,313223.06,315494.62
1,1,6,2,61,315571.13,306558.32
1,1,6,3,61,339724.2,330021.57
1,1,6,2,62,312469.08,309866.2
1,1,6,3,62,307877.22,305312.59
1,1,6,2,63,313564.26,312501.75
1,1,6,3,63,308520.51,307475.09
1,1,6,2,64,324514.38,320951.81
1,1,6,3,64,306249.49,302887.44
1,1,6,2,65,315610.95,309240.59
1,1,6,3,65,337067.96,330264.51
1,1,6,2,66,319340.16,314125.67
1,1,6,3,66,319774.58,314553.0
1,1,6,2,67,308415.33,313525.8
1,1,6,3,67,300648.48,305630.25
1,1,6,2,68,315920.72,325054.76
1,1,6,3,68,313854.97,322929.28
1,1,6,2,69,322155.86,325771.93
1,1,6,3,69,318234.12,321806.17
1,1,6,2,70,322491.79,327037.61
1,1,6,3,70,319248.46,323748.57
1,1,6,2,71,309298.5,314743.56
1,1,6,3,71,318445.29,324051.38
1,1,6,2,72,340385.83,331566.17
1,1,6,3,72,316530.96,308329.4
1,1,6,2,73,336503.19,329066.29
1,1,6,3,73,345891.68,338247.29
1,1,6,2,74,321013.69,324616.94
1,1,6,3,74,320724.38,324324.38
1,1,6,2,75,336980.5,333875.46
1,1,6,3,75,313653.54,310763.44
1,1,6,2,76,323005.34,325053.17
1,1,6,3,76,321530.24,323568.72
1,1,6,2,77,337947.15,329736.71
1,1,6,3,77,335528.68,327376.99
1,1,6,2,78,333922.28,334759.18
1,1,6,3,78,312249.84,313032.42
1,1,6,2,79,314625.91,319125.58
1,1,6,3,79,328202.22,332896.05
1,1,6,2,80,314588.78,319444.33
1,1,6,3,80,316627.21,321514.23
1,1,6,2,81,332473.0,331247.38
1,1,6,3,81,333243.03,332014.58
1,1,6,2,82,321175.51,325801.9
1,1,6,3,82,343862.98,348816.17
1,1,6,2,83,332177.71,330492.2
1,1,6,3,83,331539.53,329857.26
1,1,6,2,84,340559.47,332610.09
1,1,6,3,84,325189.85,317599.23
1,1,7,1,1,235358.94,233398.39
1,1,7,1,2,231564.87,238358.08
1,1,7,1,3,244938.58,248290.5
1,1,7,1,4,245827.7,249977.32
1,1,7,1,5,238945.04,235599.53
1,1,7,1,6,237568.55,235076.74
1,1,7,1,7,226498.3,221297.8
1,1,7,1,8,209840.6,215176.99
1,1,7,1,9,210362.69,211356.06
